area,ca,curso,modalidade,N,idd,idd_faixa,ano
86,Privada com fins lucrativos,106171,Educação Presencial,17,-1.364683363,3,2018
22,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,106245,Educação a Distância,1,,SC,2018
22,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,106389,Educação a Distância,18,-0.776406562,3,2018
86,Privada com fins lucrativos,106426,Educação Presencial,26,-1.013530304,3,2018
803,Privada com fins lucrativos,106441,Educação Presencial,8,2.933105448,4,2018
94,Privada com fins lucrativos,106464,Educação Presencial,13,-0.097131545,3,2018
104,Privada com fins lucrativos,106466,Educação Presencial,15,-0.357290465,3,2018
87,Privada sem fins lucrativos,106476,Educação Presencial,28,-1.248246101,3,2018
93,Privada sem fins lucrativos,106478,Educação Presencial,7,1.420673434,3,2018
1,Privada com fins lucrativos,106513,Educação Presencial,14,-3.052634145,2,2018
18,Privada sem fins lucrativos,106617,Educação Presencial,59,0.323442692,3,2018
104,Privada com fins lucrativos,106626,Educação Presencial,36,-1.663268341,3,2018
1,Privada com fins lucrativos,106638,Educação Presencial,27,-0.830782944,3,2018
1,Privada com fins lucrativos,106670,Educação a Distância,15,-1.676077248,2,2018
22,Privada com fins lucrativos,106672,Educação a Distância,12,-0.059188601,3,2018
2,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,106742,Educação Presencial,29,-0.60451677,3,2018
67,Privada sem fins lucrativos,106770,Educação Presencial,2,3.517636889,4,2018
2,Privada com fins lucrativos,106772,Educação Presencial,41,-0.324536613,3,2018
2,Privada com fins lucrativos,106780,Educação Presencial,2,1.658640879,4,2018
2,Privada sem fins lucrativos,106816,Educação Presencial,24,1.1610251,4,2018
102,Privada com fins lucrativos,106841,Educação Presencial,16,0.827482306,3,2018
105,Privada com fins lucrativos,106845,Educação Presencial,9,-1.824176502,2,2018
1,Privada sem fins lucrativos,106910,Educação Presencial,32,-1.678845117,2,2018
1,Privada sem fins lucrativos,106912,Educação Presencial,21,-14.712814,1,2018
22,Privada sem fins lucrativos,106914,Educação Presencial,20,0.716263765,3,2018
1,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,106934,Educação Presencial,3,,SC,2018
86,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,106950,Educação Presencial,3,1.612216097,3,2018
85,Privada com fins lucrativos,106952,Educação Presencial,10,2.991714471,4,2018
94,Privada com fins lucrativos,106968,Educação Presencial,4,-6.544223143,1,2018
86,Privada com fins lucrativos,106972,Educação Presencial,1,,SC,2018
84,Privada com fins lucrativos,106974,Educação Presencial,3,-18.74860926,1,2018
85,Privada com fins lucrativos,106976,Educação Presencial,5,0.301886667,3,2018
22,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,107022,Educação Presencial,15,-1.65886183,2,2018
22,Privada sem fins lucrativos,107030,Educação Presencial,22,1.045553457,3,2018
81,Privada com fins lucrativos,107032,Educação Presencial,12,-0.780503001,2,2018
1,Privada sem fins lucrativos,107034,Educação Presencial,9,-0.818775724,3,2018
22,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,107046,Educação Presencial,10,0.767822547,3,2018
22,Privada sem fins lucrativos,107052,Educação Presencial,65,-0.494091075,3,2018
104,Privada com fins lucrativos,107055,Educação Presencial,40,0.636837365,4,2018
1,Privada com fins lucrativos,107075,Educação Presencial,51,-0.365617309,3,2018
2,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,107086,Educação Presencial,12,-0.810805254,3,2018
2,Privada sem fins lucrativos,107088,Educação Presencial,11,4.573635786,5,2018
86,Privada sem fins lucrativos,107092,Educação Presencial,21,-0.150773321,3,2018
804,Privada com fins lucrativos,107104,Educação Presencial,14,0.752089786,3,2018
2,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,107186,Educação Presencial,13,2.638262,5,2018
18,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,107226,Educação Presencial,12,-2.280581661,2,2018
93,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,107244,Educação Presencial,0,,SC,2018
26,Privada com fins lucrativos,107306,Educação Presencial,48,1.639831683,4,2018
26,Privada com fins lucrativos,107308,Educação Presencial,18,1.374287605,4,2018
1,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,107316,Educação Presencial,133,-0.687524382,3,2018
102,Privada sem fins lucrativos,107319,Educação a Distância,2,,SC,2018
87,Privada sem fins lucrativos,107322,Educação a Distância,4,-1.048076745,3,2018
88,Privada com fins lucrativos,107346,Educação Presencial,31,0.57128354,3,2018
26,Pessoa Jurídica de Direito Público - Federal,107352,Educação Presencial,25,-0.852471254,3,2018
93,Privada sem fins lucrativos,107370,Educação Presencial,11,-0.191284934,3,2018
93,Privada sem fins lucrativos,107372,Educação Presencial,9,-1.802850316,2,2018
94,Privada sem fins lucrativos,107376,Educação Presencial,14,0.848506826,3,2018
94,Privada sem fins lucrativos,107378,Educação Presencial,9,-0.392420993,3,2018
87,Privada sem fins lucrativos,107388,Educação Presencial,61,0.202506071,3,2018
1,Privada com fins lucrativos,107405,Educação Presencial,85,0.499929038,3,2018
803,Privada com fins lucrativos,107406,Educação Presencial,34,-0.882926535,3,2018
1,Privada com fins lucrativos,107411,Educação Presencial,73,0.132246286,3,2018
22,Privada com fins lucrativos,107420,Educação Presencial,13,-0.488037063,3,2018
86,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,107464,Educação Presencial,13,1.513492037,3,2018
85,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,107466,Educação Presencial,8,3.114137949,4,2018
18,Pessoa Jurídica de Direito Público - Estadual,107472,Educação Presencial,19,1.199336455,4,2018
1,Pessoa Jurídica de Direito Público - Federal,107474,Educação Presencial,59,-0.686349174,3,2018
87,Privada com fins lucrativos,107514,Educação Presencial,1,,SC,2018
83,Pessoa Jurídica de Direito Público - Federal,107572,Educação Presencial,30,0.430540023,3,2018
84,Privada sem fins lucrativos,107586,Educação Presencial,7,3.412605481,4,2018
94,Privada sem fins lucrativos,107606,Educação Presencial,4,-0.376502236,3,2018
93,Privada com fins lucrativos,107612,Educação Presencial,6,-1.360735278,2,2018
22,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,107629,Educação Presencial,2,-4.836042267,1,2018
22,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,107641,Educação Presencial,7,0.136657006,3,2018
1,Privada com fins lucrativos,107647,Educação Presencial,0,,SC,2018
81,Privada com fins lucrativos,107668,Educação Presencial,34,-0.710201963,2,2018
22,Privada com fins lucrativos,107676,Educação Presencial,98,-0.000979924,3,2018
2,Privada sem fins lucrativos,107698,Educação Presencial,25,1.962066368,4,2018
94,Privada sem fins lucrativos,107746,Educação Presencial,14,1.485415706,3,2018
1,Privada com fins lucrativos,107820,Educação Presencial,5,7.349380339,5,2018
22,Privada com fins lucrativos,107826,Educação Presencial,11,0.798742715,3,2018
1,Privada com fins lucrativos,107830,Educação Presencial,7,-0.877971741,3,2018
1,Privada com fins lucrativos,107834,Educação Presencial,21,-1.563474921,2,2018
18,Pessoa Jurídica de Direito Público - Federal,107856,Educação Presencial,25,0.317882515,3,2018
102,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,107864,Educação Presencial,0,,SC,2018
13,Privada com fins lucrativos,107884,Educação a Distância,4,0.550558551,3,2018
1,Privada com fins lucrativos,107886,Educação a Distância,18,1.264805089,4,2018
29,Privada com fins lucrativos,107888,Educação a Distância,1,,SC,2018
22,Privada com fins lucrativos,107890,Educação a Distância,7,-6.002150729,1,2018
18,Pessoa Jurídica de Direito Público - Federal,107894,Educação Presencial,16,-0.607726209,3,2018
103,Privada com fins lucrativos,107928,Educação Presencial,7,5.024623934,5,2018
86,Privada com fins lucrativos,107940,Educação Presencial,12,-0.828770709,3,2018
93,Privada com fins lucrativos,107958,Educação Presencial,14,1.108947111,3,2018
86,Privada com fins lucrativos,107960,Educação Presencial,31,-0.405902891,3,2018
88,Privada com fins lucrativos,107966,Educação Presencial,11,-1.371120935,3,2018
94,Privada com fins lucrativos,107972,Educação Presencial,6,1.802638168,3,2018
86,Privada com fins lucrativos,107974,Educação Presencial,18,3.811787194,4,2018
94,Privada com fins lucrativos,107984,Educação Presencial,6,1.679121691,3,2018
1,Pessoa Jurídica de Direito Público - Federal,108006,Educação a Distância,321,-0.032447699,3,2018
87,Privada com fins lucrativos,108092,Educação Presencial,6,-1.587121936,2,2018
85,Privada com fins lucrativos,108098,Educação Presencial,3,-0.959786548,3,2018
1,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,108112,Educação Presencial,43,-0.987430511,3,2018
1,Privada sem fins lucrativos,108114,Educação Presencial,7,-5.586931202,1,2018
1,Privada com fins lucrativos,108118,Educação Presencial,7,-1.470082967,2,2018
104,Privada com fins lucrativos,108132,Educação Presencial,25,-0.975579191,3,2018
18,Privada com fins lucrativos,108140,Educação Presencial,47,-0.011810037,3,2018
87,Privada com fins lucrativos,108150,Educação Presencial,0,,SC,2018
85,Privada com fins lucrativos,108152,Educação Presencial,2,-1.815408692,2,2018
84,Privada com fins lucrativos,108154,Educação Presencial,1,,SC,2018
22,Privada sem fins lucrativos,108158,Educação Presencial,63,0.324738739,3,2018
103,Privada com fins lucrativos,108192,Educação Presencial,23,-3.633608862,1,2018
86,Privada com fins lucrativos,108202,Educação Presencial,13,-1.651203768,3,2018
94,Privada com fins lucrativos,108219,Educação Presencial,9,-0.198192687,3,2018
94,Privada sem fins lucrativos,108228,Educação Presencial,15,1.426234206,3,2018
84,Privada com fins lucrativos,108280,Educação Presencial,6,2.933404991,4,2018
93,Privada com fins lucrativos,108286,Educação Presencial,8,1.728227282,3,2018
2,Pessoa Jurídica de Direito Público - Estadual,108344,Educação Presencial,17,-1.208271367,2,2018
29,Pessoa Jurídica de Direito Público - Federal,108348,Educação Presencial,15,1.48842389,3,2018
86,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,108354,Educação Presencial,0,,SC,2018
102,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,108356,Educação Presencial,24,-0.639054466,2,2018
104,Privada com fins lucrativos,108370,Educação Presencial,30,-2.043309661,3,2018
86,Privada com fins lucrativos,108384,Educação Presencial,17,1.075598142,3,2018
83,Privada com fins lucrativos,108388,Educação Presencial,67,0.048631254,3,2018
93,Privada com fins lucrativos,108394,Educação Presencial,16,-1.789453944,2,2018
86,Privada sem fins lucrativos,108405,Educação Presencial,64,-1.681097669,3,2018
94,Privada sem fins lucrativos,108407,Educação Presencial,27,-1.441147937,3,2018
85,Privada com fins lucrativos,108409,Educação Presencial,3,-1.772210721,2,2018
1,Privada sem fins lucrativos,108456,Educação Presencial,15,1.584655954,4,2018
85,Pessoa Jurídica de Direito Público - Estadual,108584,Educação Presencial,24,-0.41605853,3,2018
2,Privada com fins lucrativos,108588,Educação Presencial,68,-0.03044785,3,2018
1,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,108614,Educação a Distância,18,-1.410053256,3,2018
84,Privada com fins lucrativos,108630,Educação Presencial,19,-3.380151561,2,2018
81,Pessoa Jurídica de Direito Público - Federal,108648,Educação Presencial,139,-0.388034278,3,2018
86,Privada sem fins lucrativos,108658,Educação Presencial,11,0.235828181,3,2018
2,Privada com fins lucrativos,108664,Educação Presencial,103,-0.331826229,3,2018
804,Privada com fins lucrativos,108678,Educação Presencial,7,-5.993918448,1,2018
22,Privada com fins lucrativos,108679,Educação Presencial,41,-0.771090165,3,2018
803,Privada com fins lucrativos,108717,Educação Presencial,29,-0.414809697,3,2018
804,Privada com fins lucrativos,108718,Educação Presencial,23,0.430872788,3,2018
1,Privada com fins lucrativos,108721,Educação Presencial,25,-0.61736689,3,2018
22,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,108727,Educação Presencial,14,-0.904307413,3,2018
18,Privada com fins lucrativos,108740,Educação Presencial,149,-0.456089807,3,2018
22,Privada com fins lucrativos,108756,Educação Presencial,19,0.052761413,3,2018
83,Privada com fins lucrativos,108774,Educação Presencial,14,-2.466563841,2,2018
84,Privada sem fins lucrativos,108776,Educação Presencial,22,-2.257648512,3,2018
93,Privada com fins lucrativos,108784,Educação Presencial,0,,SC,2018
104,Privada com fins lucrativos,108790,Educação Presencial,60,-0.00128668,3,2018
87,Privada com fins lucrativos,108798,Educação Presencial,10,-1.671996391,2,2018
93,Privada com fins lucrativos,108800,Educação Presencial,11,0.14455036,3,2018
94,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,108806,Educação Presencial,7,5.13232507,4,2018
86,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,108880,Educação Presencial,4,6.05224443,5,2018
18,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,108986,Educação Presencial,80,-0.340869258,3,2018
18,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,109057,Educação Presencial,8,0.074357623,3,2018
18,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,109130,Educação Presencial,54,0.003722509,3,2018
85,Privada sem fins lucrativos,109178,Educação a Distância,3,,SC,2018
18,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,109188,Educação Presencial,17,0.721579382,4,2018
804,Privada com fins lucrativos,109199,Educação Presencial,23,-1.429355478,2,2018
1,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,109225,Educação Presencial,22,-0.602361604,3,2018
18,Privada com fins lucrativos,109248,Educação Presencial,49,-0.421390366,3,2018
22,Privada sem fins lucrativos,109254,Educação Presencial,13,-1.409159236,2,2018
804,Privada com fins lucrativos,109293,Educação Presencial,11,1.132767439,3,2018
22,Privada com fins lucrativos,109307,Educação Presencial,50,-0.186182926,3,2018
94,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,109324,Educação Presencial,11,1.085569115,3,2018
803,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,109334,Educação Presencial,10,-6.49040795,1,2018
13,Privada com fins lucrativos,109384,Educação Presencial,5,-2.421453808,2,2018
87,Privada com fins lucrativos,109434,Educação Presencial,3,-4.773728804,2,2018
804,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,109442,Educação Presencial,5,-6.026558073,1,2018
38,Privada com fins lucrativos,109458,Educação Presencial,41,0.154349527,3,2018
